université,code_filiere,bac_type,year,score_min,page,filiere_name,score_prev_year
Universite de Sousse,30519,Sciences,2023,171.93,37,Prepa Integree Scientifique (Sousse),
Universite de Sousse,30519,Sciences,2024,169.8117,37,Prepa Integree Scientifique (Sousse),171.93
Universite de Sousse,30519,Sciences,2025,175.065,37,Prepa Integree Scientifique (Sousse),169.8117
Universite de Sousse,30519,Technique,2023,177.3267,37,Prepa Integree Scientifique (Sousse),
Universite de Sousse,30519,Technique,2024,181.0633,37,Prepa Integree Scientifique (Sousse),177.3267
Universite de Sousse,30519,Technique,2025,182.6517,37,Prepa Integree Scientifique (Sousse),181.0633
Universite de Sousse,30522,Informatique,2023,138.76,39,Code_30522,
Universite de Sousse,30522,Informatique,2024,129.6,39,Code_30522,138.76
Universite de Sousse,30522,Informatique,2025,128.645,39,Code_30522,129.6
Universite de Sousse,30522,Mathematiques,2023,90.4951,39,Code_30522,
Universite de Sousse,30522,Mathematiques,2024,147.235,39,Code_30522,90.4951
Universite de Sousse,30522,Mathematiques,2025,145.84,39,Code_30522,147.235
Universite de Sousse,30522,Sciences,2023,122.775,39,Code_30522,
Universite de Sousse,30522,Sciences,2024,124.165,39,Code_30522,122.775
Universite de Sousse,30522,Sciences,2025,133.255,39,Code_30522,124.165
Universite de Sousse,30523,Informatique,2023,154.4,36,Licence Informatique (Sousse),
Universite de Sousse,30523,Informatique,2024,155.0484,36,Licence Informatique (Sousse),154.4
Universite de Sousse,30523,Informatique,2025,151.695,36,Licence Informatique (Sousse),155.0484
Universite de Sousse,30523,Mathematiques,2023,136.7781,36,Licence Informatique (Sousse),
Universite de Sousse,30523,Mathematiques,2024,155.815,36,Licence Informatique (Sousse),136.7781
Universite de Sousse,30523,Mathematiques,2025,153.575,36,Licence Informatique (Sousse),155.815
Universite de Sousse,30523,Sciences,2023,151.77,36,Licence Informatique (Sousse),
Universite de Sousse,30523,Sciences,2024,151.355,36,Licence Informatique (Sousse),151.77
Universite de Sousse,30523,Sciences,2025,153.86,36,Licence Informatique (Sousse),151.355
Universite de Sousse,30523,Technique,2023,171.6494,36,Licence Informatique (Sousse),
Universite de Sousse,30523,Technique,2024,182.9005,36,Licence Informatique (Sousse),171.6494
Universite de Sousse,30523,Technique,2025,179.7012,36,Licence Informatique (Sousse),182.9005
Universite de Sousse,30524,Informatique,2023,143.7117,36,Licence Ingenierie Systemes Info (Sousse),
Universite de Sousse,30524,Informatique,2024,143.135,36,Licence Ingenierie Systemes Info (Sousse),143.7117
Universite de Sousse,30524,Informatique,2025,140.04,36,Licence Ingenierie Systemes Info (Sousse),143.135
Universite de Sousse,30524,Mathematiques,2023,104.705,36,Licence Ingenierie Systemes Info (Sousse),
Universite de Sousse,30524,Mathematiques,2024,145.045,36,Licence Ingenierie Systemes Info (Sousse),104.705
Universite de Sousse,30524,Mathematiques,2025,147.7135,36,Licence Ingenierie Systemes Info (Sousse),145.045
Universite de Sousse,30524,Sciences,2023,132.605,36,Licence Ingenierie Systemes Info (Sousse),
Universite de Sousse,30524,Sciences,2024,134.2262,36,Licence Ingenierie Systemes Info (Sousse),132.605
Universite de Sousse,30524,Sciences,2025,142.7808,36,Licence Ingenierie Systemes Info (Sousse),134.2262
Universite de Sousse,30524,Technique,2023,176.5126,36,Licence Ingenierie Systemes Info (Sousse),
Universite de Sousse,30524,Technique,2024,178.3476,36,Licence Ingenierie Systemes Info (Sousse),176.5126
Universite de Sousse,30524,Technique,2025,178.5991,36,Licence Ingenierie Systemes Info (Sousse),178.3476
ISET (Direction Generale),30566,Economie,2023,131.3425,67,Code_30566,
ISET (Direction Generale),30566,Economie,2024,139.2391,67,Code_30566,131.3425
ISET (Direction Generale),30566,Economie,2025,130.43,67,Code_30566,139.2391
ISET (Direction Generale),30566,Informatique,2023,140.865,67,Code_30566,
ISET (Direction Generale),30566,Informatique,2024,143.155,67,Code_30566,140.865
ISET (Direction Generale),30566,Informatique,2025,143.26,67,Code_30566,143.155
ISET (Direction Generale),30566,Mathematiques,2023,115.05,67,Code_30566,
ISET (Direction Generale),30566,Mathematiques,2024,144.4393,67,Code_30566,115.05
ISET (Direction Generale),30566,Mathematiques,2025,148.33,67,Code_30566,144.4393
ISET (Direction Generale),30566,Sciences,2023,123.0179,67,Code_30566,
ISET (Direction Generale),30566,Sciences,2024,132.1557,67,Code_30566,123.0179
ISET (Direction Generale),30566,Sciences,2025,138.845,67,Code_30566,132.1557
ISET (Direction Generale),30566,Technique,2023,156.105,67,Code_30566,
ISET (Direction Generale),30566,Technique,2024,162.2174,67,Code_30566,156.105
ISET (Direction Generale),30566,Technique,2025,166.9414,67,Code_30566,162.2174
Universite de Sousse,30568,Informatique,2023,124.0719,37,Licence Genie Civil (Sousse),
Universite de Sousse,30568,Informatique,2024,117.7233,37,Licence Genie Civil (Sousse),124.0719
Universite de Sousse,30568,Informatique,2025,127.4245,37,Licence Genie Civil (Sousse),117.7233
Universite de Sousse,30568,Mathematiques,2023,125.42,37,Licence Genie Civil (Sousse),
Universite de Sousse,30568,Mathematiques,2024,145.0011,37,Licence Genie Civil (Sousse),125.42
Universite de Sousse,30568,Mathematiques,2025,153.281,37,Licence Genie Civil (Sousse),145.0011
Universite de Sousse,30568,Sciences,2023,133.5449,37,Licence Genie Civil (Sousse),
Universite de Sousse,30568,Sciences,2024,121.2399,37,Licence Genie Civil (Sousse),133.5449
Universite de Sousse,30568,Sciences,2025,158.1532,37,Licence Genie Civil (Sousse),121.2399
Universite de Sousse,30568,Technique,2023,101.9332,37,Licence Genie Civil (Sousse),
Universite de Sousse,30568,Technique,2024,133.306,37,Licence Genie Civil (Sousse),101.9332
Universite de Sousse,30568,Technique,2025,139.6974,37,Licence Genie Civil (Sousse),133.306
Universite de Sousse,30570,Informatique,2023,130.0799,37,Licence Genie Mecanique (Sousse),
Universite de Sousse,30570,Informatique,2024,114.6505,37,Licence Genie Mecanique (Sousse),130.0799
Universite de Sousse,30570,Informatique,2025,113.2809,37,Licence Genie Mecanique (Sousse),114.6505
Universite de Sousse,30570,Mathematiques,2023,123.141,37,Licence Genie Mecanique (Sousse),
Universite de Sousse,30570,Mathematiques,2024,158.295,37,Licence Genie Mecanique (Sousse),123.141
Universite de Sousse,30570,Mathematiques,2025,133.6912,37,Licence Genie Mecanique (Sousse),158.295
Universite de Sousse,30570,Sciences,2023,116.955,37,Licence Genie Mecanique (Sousse),
Universite de Sousse,30570,Sciences,2024,138.685,37,Licence Genie Mecanique (Sousse),116.955
Universite de Sousse,30570,Sciences,2025,143.4121,37,Licence Genie Mecanique (Sousse),138.685
Universite de Sousse,30570,Technique,2023,121.3817,37,Licence Genie Mecanique (Sousse),
Universite de Sousse,30570,Technique,2024,147.1536,37,Licence Genie Mecanique (Sousse),121.3817
Universite de Sousse,30570,Technique,2025,145.715,37,Licence Genie Mecanique (Sousse),147.1536
ISET (Direction Generale),30571,Informatique,2023,124.1521,67,Code_30571,
ISET (Direction Generale),30571,Informatique,2024,118.355,67,Code_30571,124.1521
ISET (Direction Generale),30571,Informatique,2025,115.453,67,Code_30571,118.355
ISET (Direction Generale),30571,Mathematiques,2023,112.1735,67,Code_30571,
ISET (Direction Generale),30571,Mathematiques,2024,130.165,67,Code_30571,112.1735
ISET (Direction Generale),30571,Mathematiques,2025,122.18,67,Code_30571,130.165
ISET (Direction Generale),30571,Sciences,2023,117.6679,67,Code_30571,
ISET (Direction Generale),30571,Sciences,2024,111.115,67,Code_30571,117.6679
ISET (Direction Generale),30571,Sciences,2025,124.1682,67,Code_30571,111.115
ISET (Direction Generale),30571,Technique,2023,119.7812,67,Code_30571,
ISET (Direction Generale),30571,Technique,2024,130.07,67,Code_30571,119.7812
ISET (Direction Generale),30571,Technique,2025,134.4295,67,Code_30571,130.07
Universite de Sousse,30573,Informatique,2023,126.4067,36,Licence TIC (Sousse),
Universite de Sousse,30573,Informatique,2024,121.2033,36,Licence TIC (Sousse),126.4067
Universite de Sousse,30573,Informatique,2025,123.7972,36,Licence TIC (Sousse),121.2033
Universite de Sousse,30573,Mathematiques,2023,107.8733,36,Licence TIC (Sousse),
Universite de Sousse,30573,Mathematiques,2024,138.5525,36,Licence TIC (Sousse),107.8733
Universite de Sousse,30573,Mathematiques,2025,138.8895,36,Licence TIC (Sousse),138.5525
Universite de Sousse,30573,Sciences,2023,123.7313,36,Licence TIC (Sousse),
Universite de Sousse,30573,Sciences,2024,120.8172,36,Licence TIC (Sousse),123.7313
Universite de Sousse,30573,Sciences,2025,130.8859,36,Licence TIC (Sousse),120.8172
Universite de Sousse,30573,Technique,2023,156.7478,36,Licence TIC (Sousse),
Universite de Sousse,30573,Technique,2024,155.9276,36,Licence TIC (Sousse),156.7478
Universite de Sousse,30573,Technique,2025,165.1884,36,Licence TIC (Sousse),155.9276
Universite de Sousse,30580,Mathematiques,2023,88.8276,36,Licence Technologie Transport,
Universite de Sousse,30580,Mathematiques,2024,84.0507,36,Licence Technologie Transport,88.8276
Universite de Sousse,30580,Mathematiques,2025,78.1537,36,Licence Technologie Transport,84.0507
Universite de Sousse,30580,Sciences,2023,100.155,36,Licence Technologie Transport,
Universite de Sousse,30580,Sciences,2024,100.0822,36,Licence Technologie Transport,100.155
Universite de Sousse,30580,Sciences,2025,99.4906,36,Licence Technologie Transport,100.0822
Universite de Sousse,30580,Technique,2023,93.6266,36,Licence Technologie Transport,
Universite de Sousse,30580,Technique,2024,99.311,36,Licence Technologie Transport,93.6266
Universite de Sousse,30580,Technique,2025,99.5783,36,Licence Technologie Transport,99.311
Universite de Sousse,30603,Mathematiques,2023,116.875,37,Licence Genie Energetique (Sousse),
Universite de Sousse,30603,Mathematiques,2024,132.0362,37,Licence Genie Energetique (Sousse),116.875
Universite de Sousse,30603,Mathematiques,2025,124.762,37,Licence Genie Energetique (Sousse),132.0362
Universite de Sousse,30603,Sciences,2023,101.3799,37,Licence Genie Energetique (Sousse),
Universite de Sousse,30603,Sciences,2024,110.3378,37,Licence Genie Energetique (Sousse),101.3799
Universite de Sousse,30603,Sciences,2025,106.9583,37,Licence Genie Energetique (Sousse),110.3378
Universite de Sousse,30603,Technique,2023,112.7364,37,Licence Genie Energetique (Sousse),
Universite de Sousse,30603,Technique,2024,125.5359,37,Licence Genie Energetique (Sousse),112.7364
Universite de Sousse,30603,Technique,2025,134.9912,37,Licence Genie Energetique (Sousse),125.5359
Universite de Sousse,30629,Informatique,2023,122.3331,37,Licence Electronique (Sousse),
Universite de Sousse,30629,Informatique,2024,118.4918,37,Licence Electronique (Sousse),122.3331
Universite de Sousse,30629,Informatique,2025,117.4165,37,Licence Electronique (Sousse),118.4918
Universite de Sousse,30629,Mathematiques,2023,108.5569,37,Licence Electronique (Sousse),
Universite de Sousse,30629,Mathematiques,2024,122.4508,37,Licence Electronique (Sousse),108.5569
Universite de Sousse,30629,Mathematiques,2025,126.33,37,Licence Electronique (Sousse),122.4508
Universite de Sousse,30629,Sciences,2023,107.235,37,Licence Electronique (Sousse),
Universite de Sousse,30629,Sciences,2024,108.4652,37,Licence Electronique (Sousse),107.235
Universite de Sousse,30629,Sciences,2025,113.4592,37,Licence Electronique (Sousse),108.4652
Universite de Sousse,30629,Technique,2023,137.3867,37,Licence Electronique (Sousse),
Universite de Sousse,30629,Technique,2024,142.9833,37,Licence Electronique (Sousse),137.3867
Universite de Sousse,30629,Technique,2025,150.5933,37,Licence Electronique (Sousse),142.9833
Universite de Sousse,30671,Informatique,2023,122.825,37,Licence Electromecanique,
Universite de Sousse,30671,Informatique,2024,124.21,37,Licence Electromecanique,122.825
Universite de Sousse,30671,Informatique,2025,113.8,37,Licence Electromecanique,124.21
Universite de Sousse,30671,Mathematiques,2023,110.445,37,Licence Electromecanique,
Universite de Sousse,30671,Mathematiques,2024,122.095,37,Licence Electromecanique,110.445
Universite de Sousse,30671,Mathematiques,2025,125.715,37,Licence Electromecanique,122.095
Universite de Sousse,30671,Sciences,2023,109.835,37,Licence Electromecanique,
Universite de Sousse,30671,Sciences,2024,109.225,37,Licence Electromecanique,109.835
Universite de Sousse,30671,Sciences,2025,108.685,37,Licence Electromecanique,109.225
Universite de Sousse,30671,Technique,2023,144.295,37,Licence Electromecanique,
Universite de Sousse,30671,Technique,2024,151.6283,37,Licence Electromecanique,144.295
Universite de Sousse,30671,Technique,2025,154.7083,37,Licence Electromecanique,151.6283
Universite de Sousse,30672,Informatique,2023,111.9309,36,Licence Ingenierie Logistique,
Universite de Sousse,30672,Informatique,2024,107.2372,36,Licence Ingenierie Logistique,111.9309
Universite de Sousse,30672,Informatique,2025,108.94,36,Licence Ingenierie Logistique,107.2372
Universite de Sousse,30672,Mathematiques,2023,99.0433,36,Licence Ingenierie Logistique,
Universite de Sousse,30672,Mathematiques,2024,97.8333,36,Licence Ingenierie Logistique,99.0433
Universite de Sousse,30672,Mathematiques,2025,108.4907,36,Licence Ingenierie Logistique,97.8333
Universite de Sousse,30672,Sciences,2023,112.7758,36,Licence Ingenierie Logistique,
Universite de Sousse,30672,Sciences,2024,111.679,36,Licence Ingenierie Logistique,112.7758
Universite de Sousse,30672,Sciences,2025,116.1343,36,Licence Ingenierie Logistique,111.679
Universite de Sousse,30672,Technique,2023,103.7758,36,Licence Ingenierie Logistique,
Universite de Sousse,30672,Technique,2024,111.1213,36,Licence Ingenierie Logistique,103.7758
Universite de Sousse,30672,Technique,2025,113.7338,36,Licence Ingenierie Logistique,111.1213
Universite de Sousse,30673,Economie,2023,105.3683,37,Licence Sciences Transport,
Universite de Sousse,30673,Economie,2024,113.0723,37,Licence Sciences Transport,105.3683
Universite de Sousse,30673,Economie,2025,108.5943,37,Licence Sciences Transport,113.0723
Universite de Sousse,30673,Informatique,2023,86.8074,37,Licence Sciences Transport,
Universite de Sousse,30673,Informatique,2024,81.1481,37,Licence Sciences Transport,86.8074
Universite de Sousse,30673,Informatique,2025,88.5036,37,Licence Sciences Transport,81.1481
Universite de Sousse,30673,Mathematiques,2024,103.7202,37,Licence Sciences Transport,
Universite de Sousse,30673,Mathematiques,2025,85.9779,37,Licence Sciences Transport,103.7202
Universite de Sousse,30673,Sciences,2023,105.185,37,Licence Sciences Transport,
Universite de Sousse,30673,Sciences,2024,101.8854,37,Licence Sciences Transport,105.185
Universite de Sousse,30673,Sciences,2025,104.625,37,Licence Sciences Transport,101.8854
Universite de Sousse,30673,Technique,2023,97.8604,37,Licence Sciences Transport,
Universite de Sousse,30673,Technique,2024,107.4387,37,Licence Sciences Transport,97.8604
Universite de Sousse,30673,Technique,2025,105.7535,37,Licence Sciences Transport,107.4387
Universite de Sousse,30700,Lettres,2023,165.795,33,Medecine (Sousse),
Universite de Sousse,30700,Lettres,2024,174.76,33,Medecine (Sousse),165.795
Universite de Sousse,30700,Lettres,2025,162.055,33,Medecine (Sousse),174.76
Universite de Sousse,30700,Mathematiques,2023,195.845,33,Medecine (Sousse),
Universite de Sousse,30700,Mathematiques,2024,188.55,33,Medecine (Sousse),195.845
Universite de Sousse,30700,Mathematiques,2025,183.6,33,Medecine (Sousse),188.55
Universite de Sousse,30700,Sciences,2023,190.975,33,Medecine (Sousse),
Universite de Sousse,30700,Sciences,2024,183.59,33,Medecine (Sousse),190.975
Universite de Sousse,30700,Sciences,2025,185.37,33,Medecine (Sousse),183.59
Universite de Sousse,30700,Sport,2023,197.32,33,Medecine (Sousse),
Universite de Sousse,30700,Sport,2024,194.935,33,Medecine (Sousse),197.32
Universite de Sousse,30700,Sport,2025,189.08,33,Medecine (Sousse),194.935
Universite de Sousse,30739,Mathematiques,2023,135.24,38,Code_30739,
Universite de Sousse,30739,Mathematiques,2024,106.945,38,Code_30739,135.24
Universite de Sousse,30739,Mathematiques,2025,133.405,38,Code_30739,106.945
Universite de Sousse,30739,Sciences,2023,130.545,38,Code_30739,
Universite de Sousse,30739,Sciences,2024,126.695,38,Code_30739,130.545
Universite de Sousse,30739,Sciences,2025,130.365,38,Code_30739,126.695
Universite de Sousse,30739,Technique,2023,124.395,38,Code_30739,
Universite de Sousse,30739,Technique,2024,110.48,38,Code_30739,124.395
Universite de Sousse,30739,Technique,2025,141.775,38,Code_30739,110.48
Universite de Sousse,30750,Mathematiques,2023,129.775,38,Code_30750,
Universite de Sousse,30750,Mathematiques,2024,135.6974,38,Code_30750,129.775
Universite de Sousse,30750,Mathematiques,2025,138.6185,38,Code_30750,135.6974
Universite de Sousse,30750,Sciences,2023,149.2169,38,Code_30750,
Universite de Sousse,30750,Sciences,2024,141.7108,38,Code_30750,149.2169
Universite de Sousse,30750,Sciences,2025,141.98,38,Code_30750,141.7108
Universite de Sousse,30754,Lettres,2023,129.4219,38,Code_30754,
Universite de Sousse,30754,Lettres,2024,164.3039,38,Code_30754,129.4219
Universite de Sousse,30754,Lettres,2025,123.264,38,Code_30754,164.3039
Universite de Sousse,30754,Mathematiques,2023,143.7278,38,Code_30754,
Universite de Sousse,30754,Mathematiques,2024,137.5111,38,Code_30754,143.7278
Universite de Sousse,30754,Mathematiques,2025,141.3952,38,Code_30754,137.5111
Universite de Sousse,30754,Sciences,2023,149.8803,38,Code_30754,
Universite de Sousse,30754,Sciences,2024,140.3947,38,Code_30754,149.8803
Universite de Sousse,30754,Sciences,2025,141.4487,38,Code_30754,140.3947
Universite de Sousse,30754,Sport,2023,179.1287,38,Code_30754,
Universite de Sousse,30754,Sport,2024,183.3499,38,Code_30754,179.1287
Universite de Sousse,30754,Sport,2025,188.0204,38,Code_30754,183.3499
Universite de Sousse,30760,Lettres,2023,136.9814,38,Code_30760,
Universite de Sousse,30760,Lettres,2024,169.5629,38,Code_30760,136.9814
Universite de Sousse,30760,Lettres,2025,143.325,38,Code_30760,169.5629
Universite de Sousse,30760,Mathematiques,2023,152.5339,38,Code_30760,
Universite de Sousse,30760,Mathematiques,2024,149.1152,38,Code_30760,152.5339
Universite de Sousse,30760,Mathematiques,2025,137.17,38,Code_30760,149.1152
Universite de Sousse,30760,Sciences,2023,152.5553,38,Code_30760,
Universite de Sousse,30760,Sciences,2024,149.335,38,Code_30760,152.5553
Universite de Sousse,30760,Sciences,2025,145.81,38,Code_30760,149.335
Universite de Sousse,30760,Sport,2023,184.5162,38,Code_30760,
Universite de Sousse,30760,Sport,2024,188.4324,38,Code_30760,184.5162
Universite de Sousse,30760,Sport,2025,181.69,38,Code_30760,188.4324
Universite de Sousse,30797,Lettres,2023,138.7683,39,Code_30797,
Universite de Sousse,30797,Lettres,2024,169.6004,39,Code_30797,138.7683
Universite de Sousse,30797,Lettres,2025,169.92,39,Code_30797,169.6004
Universite de Sousse,30797,Mathematiques,2023,161.5861,39,Code_30797,
Universite de Sousse,30797,Mathematiques,2024,156.2307,39,Code_30797,161.5861
Universite de Sousse,30797,Mathematiques,2025,155.6262,39,Code_30797,156.2307
Universite de Sousse,30797,Sciences,2023,163.5923,39,Code_30797,
Universite de Sousse,30797,Sciences,2024,156.025,39,Code_30797,163.5923
Universite de Sousse,30797,Sciences,2025,154.6364,39,Code_30797,156.025
Universite de Sousse,30797,Sport,2023,182.4243,39,Code_30797,
Universite de Sousse,30797,Sport,2024,197.2438,39,Code_30797,182.4243
Universite de Sousse,30797,Sport,2025,194.8149,39,Code_30797,197.2438
Universite de Sousse,30844,Mathematiques,2023,103.0572,35,Licence Sciences Agricoles (Sousse),
Universite de Sousse,30844,Mathematiques,2024,112.5854,35,Licence Sciences Agricoles (Sousse),103.0572
Universite de Sousse,30844,Mathematiques,2025,107.2511,35,Licence Sciences Agricoles (Sousse),112.5854
Universite de Sousse,30844,Sciences,2023,97.305,35,Licence Sciences Agricoles (Sousse),
Universite de Sousse,30844,Sciences,2024,99.8032,35,Licence Sciences Agricoles (Sousse),97.305
Universite de Sousse,30844,Sciences,2025,105.076,35,Licence Sciences Agricoles (Sousse),99.8032
Universite de Sousse,30844,Technique,2023,91.5198,35,Licence Sciences Agricoles (Sousse),
Universite de Sousse,30844,Technique,2024,140.9672,35,Licence Sciences Agricoles (Sousse),91.5198
Universite de Sousse,30844,Technique,2025,148.3609,35,Licence Sciences Agricoles (Sousse),140.9672
Universite de Sousse,31312,Economie,2023,133.155,38,Code_31312,
Universite de Sousse,31312,Economie,2024,139.595,38,Code_31312,133.155
Universite de Sousse,31312,Economie,2025,128.063,38,Code_31312,139.595
Universite de Sousse,31312,Mathematiques,2023,104.9706,38,Code_31312,
Universite de Sousse,31312,Mathematiques,2024,108.7262,38,Code_31312,104.9706
Universite de Sousse,31312,Mathematiques,2025,151.9668,38,Code_31312,108.7262
Universite de Sousse,31312,Sciences,2023,124.305,38,Code_31312,
Universite de Sousse,31312,Sciences,2024,83.1452,38,Code_31312,124.305
Universite de Sousse,31312,Sciences,2025,173.1046,38,Code_31312,83.1452
Universite de Sousse,31318,Economie,2023,152.66,38,Code_31318,
Universite de Sousse,31318,Economie,2024,160.285,38,Code_31318,152.66
Universite de Sousse,31318,Economie,2025,146.8789,38,Code_31318,160.285
Universite de Sousse,31318,Informatique,2023,134.17,38,Code_31318,
Universite de Sousse,31318,Informatique,2024,103.315,38,Code_31318,134.17
Universite de Sousse,31318,Informatique,2025,144.415,38,Code_31318,103.315
Universite de Sousse,31318,Mathematiques,2023,132.57,38,Code_31318,
Universite de Sousse,31318,Mathematiques,2024,155.5994,38,Code_31318,132.57
Universite de Sousse,31318,Mathematiques,2025,158.6168,38,Code_31318,155.5994
Universite de Sousse,31318,Sciences,2023,160.83,38,Code_31318,
Universite de Sousse,31318,Sciences,2024,159.075,38,Code_31318,160.83
Universite de Sousse,31318,Sciences,2025,166.165,38,Code_31318,159.075
Universite de Sousse,31318,Technique,2023,181.9375,38,Code_31318,
Universite de Sousse,31318,Technique,2024,185.0298,38,Code_31318,181.9375
Universite de Sousse,31318,Technique,2025,183.9865,38,Code_31318,185.0298
Universite de Sousse,31523,Informatique,2023,170.255,37,Licence Informatique (Sousse 2),
Universite de Sousse,31523,Informatique,2024,177.2776,37,Licence Informatique (Sousse 2),170.255
Universite de Sousse,31523,Informatique,2025,180.285,37,Licence Informatique (Sousse 2),177.2776
Universite de Sousse,31523,Mathematiques,2023,161.3025,37,Licence Informatique (Sousse 2),
Universite de Sousse,31523,Mathematiques,2024,171.2642,37,Licence Informatique (Sousse 2),161.3025
Universite de Sousse,31523,Mathematiques,2025,170.89,37,Licence Informatique (Sousse 2),171.2642
Universite de Sousse,31523,Sciences,2023,164.4376,37,Licence Informatique (Sousse 2),
Universite de Sousse,31523,Sciences,2024,163.7,37,Licence Informatique (Sousse 2),164.4376
Universite de Sousse,31523,Sciences,2025,169.715,37,Licence Informatique (Sousse 2),163.7
Universite de Sousse,31523,Technique,2023,180.11,37,Licence Informatique (Sousse 2),
Universite de Sousse,31523,Technique,2024,189.9892,37,Licence Informatique (Sousse 2),180.11
Universite de Sousse,31523,Technique,2025,188.3521,37,Licence Informatique (Sousse 2),189.9892
Universite de Sousse,31524,Informatique,2023,146.7666,37,Licence Ingenierie Systemes Info (Sousse 2),
Universite de Sousse,31524,Informatique,2024,149.5272,37,Licence Ingenierie Systemes Info (Sousse 2),146.7666
Universite de Sousse,31524,Informatique,2025,155.885,37,Licence Ingenierie Systemes Info (Sousse 2),149.5272
Universite de Sousse,31524,Mathematiques,2023,106.852,37,Licence Ingenierie Systemes Info (Sousse 2),
Universite de Sousse,31524,Mathematiques,2024,147.2106,37,Licence Ingenierie Systemes Info (Sousse 2),106.852
Universite de Sousse,31524,Mathematiques,2025,156.3752,37,Licence Ingenierie Systemes Info (Sousse 2),147.2106
Universite de Sousse,31524,Sciences,2023,133.2739,37,Licence Ingenierie Systemes Info (Sousse 2),
Universite de Sousse,31524,Sciences,2024,138.99,37,Licence Ingenierie Systemes Info (Sousse 2),133.2739
Universite de Sousse,31524,Sciences,2025,150.442,37,Licence Ingenierie Systemes Info (Sousse 2),138.99
Universite de Sousse,31524,Technique,2023,169.3489,37,Licence Ingenierie Systemes Info (Sousse 2),
Universite de Sousse,31524,Technique,2024,185.9072,37,Licence Ingenierie Systemes Info (Sousse 2),169.3489
Universite de Sousse,31524,Technique,2025,187.1002,37,Licence Ingenierie Systemes Info (Sousse 2),185.9072
ISET (Direction Generale),31570,Informatique,2023,123.0233,67,Code_31570,
ISET (Direction Generale),31570,Informatique,2024,111.58,67,Code_31570,123.0233
ISET (Direction Generale),31570,Informatique,2025,120.34,67,Code_31570,111.58
ISET (Direction Generale),31570,Mathematiques,2023,114.435,67,Code_31570,
ISET (Direction Generale),31570,Mathematiques,2024,131.43,67,Code_31570,114.435
ISET (Direction Generale),31570,Mathematiques,2025,120.94,67,Code_31570,131.43
ISET (Direction Generale),31570,Sciences,2023,114.26,67,Code_31570,
ISET (Direction Generale),31570,Sciences,2024,116.614,67,Code_31570,114.26
ISET (Direction Generale),31570,Sciences,2025,117.81,67,Code_31570,116.614
ISET (Direction Generale),31570,Technique,2023,113.8248,67,Code_31570,
ISET (Direction Generale),31570,Technique,2024,124.245,67,Code_31570,113.8248
ISET (Direction Generale),31570,Technique,2025,126.4217,67,Code_31570,124.245
Universite de Sousse,31629,Informatique,2023,126.9662,39,Code_31629,
Universite de Sousse,31629,Informatique,2024,114.615,39,Code_31629,126.9662
Universite de Sousse,31629,Informatique,2025,112.8476,39,Code_31629,114.615
Universite de Sousse,31629,Mathematiques,2023,102.7378,39,Code_31629,
Universite de Sousse,31629,Mathematiques,2024,113.695,39,Code_31629,102.7378
Universite de Sousse,31629,Mathematiques,2025,120.41,39,Code_31629,113.695
Universite de Sousse,31629,Sciences,2023,106.7101,39,Code_31629,
Universite de Sousse,31629,Sciences,2024,109.46,39,Code_31629,106.7101
Universite de Sousse,31629,Sciences,2025,109.4552,39,Code_31629,109.46
Universite de Sousse,31629,Technique,2023,127.1339,39,Code_31629,
Universite de Sousse,31629,Technique,2024,138.335,39,Code_31629,127.1339
Universite de Sousse,31629,Technique,2025,142.0283,39,Code_31629,138.335
Universite de Sousse,31797,Lettres,2023,139.95,39,Code_31797,
Universite de Sousse,31797,Lettres,2024,138.3136,39,Code_31797,139.95
Universite de Sousse,31797,Lettres,2025,117.875,39,Code_31797,138.3136
Universite de Sousse,31797,Mathematiques,2023,135.57,39,Code_31797,
Universite de Sousse,31797,Mathematiques,2024,133.6537,39,Code_31797,135.57
Universite de Sousse,31797,Mathematiques,2025,131.985,39,Code_31797,133.6537
Universite de Sousse,31797,Sciences,2023,140.6408,39,Code_31797,
Universite de Sousse,31797,Sciences,2024,132.4714,39,Code_31797,140.6408
Universite de Sousse,31797,Sciences,2025,135.72,39,Code_31797,132.4714
Universite de Sousse,31797,Sport,2023,182.8256,39,Code_31797,
Universite de Sousse,31797,Sport,2024,177.3686,39,Code_31797,182.8256
Universite de Sousse,31797,Sport,2025,190.9576,39,Code_31797,177.3686
Universite de Sousse,32312,Economie,2023,111.655,38,Code_32312,
Universite de Sousse,32312,Economie,2024,109.6108,38,Code_32312,111.655
Universite de Sousse,32312,Economie,2025,103.9612,38,Code_32312,109.6108
Universite de Sousse,32312,Mathematiques,2023,100.9133,38,Code_32312,
Universite de Sousse,32312,Mathematiques,2024,109.5286,38,Code_32312,100.9133
Universite de Sousse,32312,Mathematiques,2025,102.47,38,Code_32312,109.5286
Universite de Sousse,32312,Sciences,2023,119.3887,38,Code_32312,
Universite de Sousse,32312,Sciences,2024,106.829,38,Code_32312,119.3887
Universite de Sousse,32312,Sciences,2025,136.1094,38,Code_32312,106.829
Universite de Sousse,32318,Economie,2023,128.8655,38,Code_32318,
Universite de Sousse,32318,Economie,2024,127.315,38,Code_32318,128.8655
Universite de Sousse,32318,Economie,2025,113.2629,38,Code_32318,127.315
Universite de Sousse,32318,Informatique,2023,109.8462,38,Code_32318,
Universite de Sousse,32318,Informatique,2024,105.275,38,Code_32318,109.8462
